report_date,region,class,commodity,variety,organic,unit,environment,price_min,price_max,current_ad_count,current_wtd_avg_price
05/13/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,0.99,2.29,295,2.07
05/13/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.79,2.49,1314,1.65
05/13/2022,Southeast,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.97,1.79,685,1.6
05/13/2022,Southeast,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,2.99,2.99,43,2.99
05/13/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.85,1.99,1815,1.28
05/13/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,1.99,1.99,7,1.99
05/13/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.99,3.29,53,3
05/13/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.88,1.49,85,1.23
05/20/2022,Southeast,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.5,1.99,426,1.54
05/20/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.88,1.79,301,1.14
05/20/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,2,2.5,86,2.05
05/20/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,1.19,1.99,1855,1.52
05/20/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.99,2.99,63,2.99
05/20/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,3.29,3.29,359,3.29
05/20/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.99,2.99,15,2.99
05/20/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.95,1.48,168,1.3
05/20/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,1.29,1.69,41,1.42
05/20/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,Yes,per lb,Greenhouse,2.99,2.99,26,2.99
05/20/2022,Southeast,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,0.99,3.49,99,3.24
05/27/2022,Southeast,Vegetables,Tomatoes,Vine Ripes - Heirloom Varieties,No,per lb,Greenhouse,3.99,3.99,119,3.99
05/27/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.98,1.69,43,1.29
05/27/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,1.98,2.79,251,2.69
05/27/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,0.99,1.59,55,1.23
05/27/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,N/A,0.88,2.49,355,1.8
05/27/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,2,2.29,222,2.29
05/27/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.87,1.99,2342,1.52
05/27/2022,Southeast,Vegetables,Tomatoes,N/A,Yes,per lb,N/A,2.99,2.99,220,2.99
05/27/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.99,3,379,2.99
05/27/2022,Southeast,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.88,1.99,1866,1.61
06/03/2022,Southeast,Vegetables,Tomatoes,Plum Type (Roma),No,per lb,N/A,0.79,1.99,78,1.13
06/03/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,Yes,1 pint package,N/A,3,3,82,3
06/03/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,1 pint package,N/A,2,2.5,45,2.48
06/03/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,Yes,10 oz package,N/A,2.49,2.49,957,2.49
06/03/2022,Southeast,Vegetables,Tomatoes,GRAPE TYPE,No,10 oz package,N/A,2.5,2.99,93,2.58
06/03/2022,Southeast,Vegetables,Tomatoes,N/A,No,per lb,N/A,0.78,1.69,817,1.46
06/03/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,No,per lb,Greenhouse,0.87,1.99,2206,1.42
06/03/2022,Southeast,Vegetables,Tomatoes,VINE RIPES - ON THE VINE,Yes,per lb,Greenhouse,2.49,3.99,93,3.75
06/03/2022,Southeast,Vegetables,Tomatoes,VINE RIPES,No,per lb,Greenhouse,0.99,0.99,24,0.99
